Scientific Name,AGCP,AW,CB,EMP,GP,HI,MW,NCNE,WMVC,AK,Common Name,Id,Symbol,RankId,AcceptedId,HasSynonyms,HasSubordinateTaxa,HasWildlife,HasWetlandData,HasImages,HasRelatedLinks,HasLegalStatuses,HasNoxiousStatuses,HasDocumentation,HasDistributionData,NumImages,ProfileImageFilename,ImageId,HasInvasiveStatuses,HasCharacteristics,PlantLocationId,HasEthnobotany,HasPollinator,ScientificSort,Active Growth Period,Coppice Potential,Fall Conspicuous,Flower Color,Flower Conspicuous,Foliage Color,Foliage Porosity Summer,Foliage Porosity Winter,Foliage Texture,Fruit/Seed Color,Fruit/Seed Conspicuous,Growth Form,Growth Rate,"Height at 20 Years, Maximum (feet)","Height, Mature (feet)",Known Allelopath,Leaf Retention,Lifespan,Low Growing Grass,Resprout Ability,Shape and Orientation,Toxicity,Adapted to Coarse Textured Soils,Adapted to Fine Textured Soils,Adapted to Medium Textured Soils,Anaerobic Tolerance,Cold Stratification Required,Drought Tolerance,Fertility Requirement,"Frost Free Days, Minimum",Hedge Tolerance,Moisture Use,"pH, Maximum","pH, Minimum","Precipitation, Maximum","Precipitation, Minimum","Root Depth, Minimum (inches)",Salinity Tolerance,Shade Tolerance,"Temperature, Minimum (°F)",Bloom Period,Commercial Availability,Fruit/Seed Abundance,Fruit/Seed Period Begin,Fruit/Seed Period End,Fruit/Seed Persistence,Propagated by Bare Root,Propagated by Bulb,Propagated by Container,Propagated by Corm,Propagated by Cuttings,Propagated by Seed,Propagated by Sod,Propagated by Sprigs,Propagated by Tubers,Seed Spread Rate,Seedling Vigor,Vegetative Spread Rate,Nursery Stock Product
Plagiobothrys acanthocarpus,,OBL,,,,,,,OBL,,Adobe Popcorn-Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plagiobothrys austiniae,,OBL,,,,,,,OBL,,Austin's Popcorn-Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plagiobothrys bracteatus,,FACW,,,,,,,FACW,,Bracted Popcorn-Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plagiobothrys chorisianus,,OBL,,,,,,,OBL,,Artist's Popcorn-Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plagiobothrys distantiflorus,,OBL,,,,,,,OBL,,California Popcorn-Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plagiobothrys figuratus,OBL,FACW,,OBL,,,OBL,OBL,FACW,FACW,Fragrant Popcorn-Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plagiobothrys glaber,,OBL,,,,,,,OBL,,Hairless Popcorn-Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plagiobothrys glyptocarpus,,FACW,,,,,,,FACW,,Sculptured Popcorn-Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plagiobothrys greenei,,FACW,,,,,,,FACW,,Greene's Popcorn-Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plagiobothrys hirtus,,,,,,,,,OBL,,Rough Popcorn-Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plagiobothrys hispidulus,,FACW,,FACW,FACW,,FACW,FACW,FACW,FACW,Harsh Popcorn-Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plagiobothrys humistratus,,OBL,,,,,,,OBL,,Dwarf Popcorn-Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plagiobothrys hystriculus,,FACW,,,,,,,,,Bearded Popcorn-Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plagiobothrys leptocladus,,OBL,,,FACW,,FACW,,FACW,,Alkali Popcorn-Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plagiobothrys lithocaryus,,FACW,,,,,,,FACW,,Mayacamas Popcorn-Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plagiobothrys mollis,,FACW,,,,,,,FACW,,Soft Popcorn-Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plagiobothrys nitens,,OBL,,,,,,,FACW,,Shiny-Nutlet Popcorn-Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plagiobothrys nothofulvus,,FAC,,,,,,,FAC,,Rusty Popcorn-Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plagiobothrys orientalis,,,,,,,,,,FACW,Oriental Popcorn-Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plagiobothrys parishii,,OBL,,,,,,,OBL,,Parish's Popcorn-Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plagiobothrys reticulatus,,FACW,,,,,,FACW,FACW,,Netted Popcorn-Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plagiobothrys salsus,,FACW,,,,,,,FACW,,Salty Popcorn-Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plagiobothrys scouleri,,FACW,,,,,,,FACW,,Meadow Popcorn-Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plagiobothrys stipitatus,,FACW,,,,,,,FACW,,Stalked Popcorn-Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plagiobothrys strictus,,OBL,,,,,,,,,Calistoga Popcorn-Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plagiobothrys tenellus,,FACU,,,,,,,FAC,,Pacific Popcorn-Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plagiobothrys tener,,OBL,,,,,,,OBL,,Slender Popcorn-Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plagiobothrys trachycarpus,,FACW,,,,,,FACW,FACW,,Rough-Fruit Popcorn-Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plagiobothrys undulatus,,OBL,,,,,,,OBL,,Wavy-Stem Popcorn-Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planera aquatica,OBL,,,OBL,OBL,,OBL,,,,Planertree,70969.0,PLAQ,0.0,70969.0,False,False,False,False,False,False,False,False,False,False,4.0,plaq_002_thp.jpg,0.0,False,False,0.0,False,False,Planera aquatica J.F. Gmel.,Spring and Summer,No,No,Green,No,Green,Moderate,Porous,Coarse,Black,No,Single Stem,Slow,40.0,50.0,No,No,Long,No,Yes,Erect,,No,Yes,Yes,High,No,Low,Medium,180.0,,Medium,8.5,5.0,55.0,35.0,18.0,,Tolerant,-3.0,Early Spring,Routinely Available,Low,Spring,Spring,No,Yes,No,Yes,No,No,Yes,No,No,No,Moderate,Medium,,No
Planodes virginicum,FACU,FAC,,UPL,FAC,,FACU,FACU,FAC,,Virginia Winged Rockcress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago arenaria,FACU,UPL,,FACU,FACU,,FACU,FACU,FACU,,Sand Plantain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago australis,,FACW,,,,FAC,,,FACW,,Mexican Plantain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago bigelovii,,OBL,,,,,,,OBL,,Annual Coastal Plantain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago cordata,OBL,,,OBL,,,OBL,OBL,,,Heart-Leaf Plantain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago coronopus,FACU,FAC,,FACU,FAC,,,FACU,FAC,,Buck-Horn Plantain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago elongata,FACW,FACW,,FACW,FACW,,FACW,,FACW,,Prairie Plantain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago eriopoda,,FACW,,,FAC,,FAC,FAC,FACW,FACU,Red-Woolly Plantain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago firma,,FACW,,,,,,,FACW,,Chilean Plantain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago heterophylla,FACW,,,FAC,FACW,,FACW,FACW,,,Slender Plantain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago lanceolata,FACU,FAC,FACU,UPL,FAC,FACU,FACU,FACU,FACU,FACU,English Plantain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago macrocarpa,,,,,,,,,OBL,FACW,Alaska Plantain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago major,FAC,FAC,FACU,FACU,FAC,FACU,FAC,FACU,FAC,FAC,Great Plantain,47461.0,PLMA2,0.0,47461.0,False,False,False,False,False,False,False,False,False,False,7.0,plma2_002_thp.jpg,0.0,False,False,0.0,False,False,Plantago major L.,Spring and Summer,No,No,Green,No,Green,Dense,Moderate,Medium,Green,No,Single Crown,Moderate,,0.3,No,No,Short,No,No,Prostrate,,Yes,Yes,Yes,Low,No,Medium,Low,85.0,,Medium,7.3,4.8,60.0,16.0,4.0,Low,Intermediate,-38.0,Late Spring,Routinely Available,Medium,Summer,Fall,Yes,Yes,No,No,No,No,Yes,No,No,No,Moderate,Medium,,No
Plantago maritima,FACW,FACW,,FACW,,,,FACW,FACW,FACW,Goosetongue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago ovata,,FACU,,,FAC,,,,FACU,,Blond Plantain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago pachyphylla,,,,,,FACW,,,,,Maui Plantain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago princeps,,,,,,FAC,,,,,Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago pusilla,FACU,FAC,,UPL,FAC,,FACU,FACU,FACU,,Dwarf Plantain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago rhodosperma,UPL,FAC,,UPL,FACU,,FACU,,UPL,,Red-Seed Plantain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago rugelii,FACU,FAC,,FACU,FACU,,FAC,FAC,FACU,,Black-Seed Plantain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago sparsiflora,FACW,,,,,,,,,,Pineland Plantain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago subnuda,,FACW,,,,,,,FACW,,Tall Coastal Plantain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago virginica,FACU,FACU,,UPL,FACU,,FACU,FACU,FACU,,Pale-Seed Plantain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera X andrewsii,,,,OBL,,,OBL,OBL,,,_?_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera X apalachicola,FACW,,,,,,,,,,_?_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera X beckneri,FACW,,,,,,,,,,_?_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera X enigma,,,,,,,,FACW,,,_?_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera X estesii,,FACW,,,,,,,FAC,,_?_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera X folsomii,,FACW,,,,,,,FAC,,_?_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera X kelleyi,,FACW,,,,,,,FAC,,_?_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera X lassenii,,FACW,,,,,,,FACW,,_?_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera X lueri,FACW,,,,,,,,,,_?_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera X osceola,FACW,,,,,,,,,,_?_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera X smithii,,,,,FAC,,,,FAC,,_?_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera aquilonis,,OBL,,FACW,OBL,,FACW,FACW,FACW,FACW,Bog Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera blephariglottis,OBL,,,OBL,,,OBL,OBL,,,White Fringed Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera brevifolia,,FAC,,,FACU,,,,FACU,,Short-Leaf Fringed Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera chapmanii,FACW,,,,,,,,,,Chapman's Fringed Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera chorisiana,,,,,,,,,OBL,OBL,Choriso Bog Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera ciliaris,FACW,,,FACW,FACW,,FACW,FACW,,,Yellow Fringed Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera clavellata,OBL,,,FACW,OBL,,OBL,FACW,,,Green Woodland Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera conspicua,FACW,,,FACW,,,,,,,_?_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera cristata,OBL,,,FACW,OBL,,,FACW,,,Crested Yellow Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera fissa,FACW,,,FACW,,,FACW,FACW,,,Pride-of-the-Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera flava,FACW,,,FACW,FACW,,FACW,FACW,,,Pale-Green Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera grandiflora,FACW,,,FACW,,,FACW,FACW,,,Greater Purple Fringed Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera hookeri,,,,FAC,FAC,,FAC,FAC,,,Hooker's Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera huronensis,OBL,OBL,,OBL,OBL,,FACW,FACW,OBL,OBL,Lake Huron Green Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera integra,OBL,,,OBL,,,,,,,Yellow Fringeless Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera integrilabia,OBL,,,OBL,,,,,,,White Fringeless Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera lacera,FACW,,,FACW,FACW,,FACW,FACW,,,Green Fringed Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera leucophaea,OBL,,,FACW,OBL,,FACW,FACW,,,Prairie White Fringed Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera limosa,,OBL,,,OBL,,,,OBL,,Thurber's Bog Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera macrophylla,,,,FACW,,,,FAC,,,Greater Round-Leaf Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera nivea,FACW,,,FACW,FACW,,,,,,Snowy Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera obtusata,,FACW,,,FACW,,FACW,FACW,FACW,FACW,Blunt-Leaf Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera orbiculata,,FAC,,FAC,FAC,,FAC,FAC,FACU,FAC,Lesser Round-Leaf Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera praeclara,,,,,FACW,,FACW,FACW,,,Great Plains White Fringed Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera psycodes,FACW,,,FACW,FACW,,FACW,FACW,,,Lesser Purple Fringed Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera rotundifolia,,OBL,,,,,OBL,OBL,OBL,FACW,Round-Leaf Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera shriveri,,,,FAC,,,,,,,Shriver's Fringed Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera sparsiflora,,FACW,,,FACW,,,,FACW,,Canyon Bog Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera stricta,,FACW,,,FACW,,,,FACW,FACW,Slender Bog Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera tescamnis,,OBL,,,OBL,,,,OBL,,Intermountain Bog Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera tipuloides,,,,,,,,,,FACW,Aleutian Bog Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanthera yosemitensis,,FACW,,,,,,,FACW,,Yosemite Bog Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platanus occidentalis,FACW,FAC,,FACW,FAC,,FACW,FACW,,,American Sycamore,70568.0,PLOC,0.0,70568.0,False,False,False,False,False,False,False,False,False,False,14.0,ploc_002_thp.jpg,0.0,False,False,0.0,False,False,Platanus occidentalis L.,Spring and Summer,Yes,Yes,Red,No,Green,Dense,Porous,Coarse,Brown,Yes,Single Stem,Rapid,65.0,100.0,No,No,Long,No,Yes,Erect,,Yes,No,Yes,Medium,No,Low,Medium,100.0,,High,6.5,4.9,80.0,30.0,30.0,,Intermediate,-34.0,Spring,Routinely Available,Medium,Summer,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Moderate,Medium,Slow,Yes
Platanus racemosa,,FAC,,,,,,,FACW,,California Sycamore,70571.0,PLRA,0.0,70571.0,False,False,False,False,False,False,False,False,False,False,2.0,plra_001_thp.jpg,0.0,False,False,0.0,False,False,Platanus racemosa Nutt.,Spring and Summer,No,No,Yellow,No,Green,Moderate,Porous,Coarse,Brown,Yes,Single Stem,Slow,20.0,75.0,No,No,Long,No,Yes,Irregular,,Yes,No,Yes,Medium,Yes,Medium,Low,220.0,,Medium,7.3,5.8,20.0,14.0,36.0,,Intolerant,7.0,Mid Spring,Routinely Available,Medium,Fall,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Moderate,Low,,Yes
